128,36,25,176,0.000000000001197930643570544
128,36,38,183,0.00000000001608032225893415
128,36,24,172,0.00000000009949918666762869
256,36,88,412,0.000000000016296963778472673
256,36,80,410,0.000000000024634960738012524
256,36,107,450,0.000000000007761902232061857
256,36,97,425,0.000000000022129631460643395
256,36,64,427,0.000000000057418958476773696
512,36,275,1425,0.0000000005586300311222203
512,36,382,1369,0.00000000017623236203689885
512,36,269,1268,0.00000000030925328964315213
512,36,276,1316,0.0000000009631151431932494
512,36,429,1304,0.00000000022280233213933798
1024,36,1039,5741,0.000000005027512406385881
1024,36,1539,5450,0.000000000959378354536966
1024,36,1391,5288,0.00000003069822174239789
1024,36,1075,5558,0.0000000019548096474863996
1024,36,1393,5501,0.0000000006084357462299295
2048,36,5219,26516,0.0000000016654295720286427
2048,36,5352,25287,0.0000000036990355223309734
2048,36,4671,27316,0.000000002036416368866867
2048,36,5060,25797,0.000000015171464529117884
2048,36,5271,25913,0.000000011605945537951357
128,64,23,310,0.000000000016602053065639666
128,64,27,325,0.000000000004898303984646191
128,64,18,294,0.000000000006016742659653573
128,64,44,342,0.000000000004192424185589516
128,64,32,294,0.000000000001864819410002383
256,64,96,636,0.00000000007698086612606403
256,64,91,694,0.000000000017823964526542113
256,64,86,706,0.000000000024911628315749113
256,64,76,645,0.000000000019095613978947767
256,64,78,670,0.000000000017987722422674324
512,64,325,1703,0.00000000003515521207475558
512,64,272,1776,0.00000000005676414893684978
512,64,270,1866,0.0000000001513869030134174
512,64,272,1746,0.0000000004902845536965591
512,64,268,1830,0.000000000098433483586291
1024,64,1677,5844,0.00000000019680893951582826
1024,64,1017,6007,0.0000000019417221164275134
1024,64,1368,5803,0.0000000004780421984188857
1024,64,1070,5855,0.0000000004561444555406524
1024,64,1525,5708,0.0000000002626820982953859
2048,64,4672,26520,0.000000011493400897677475
2048,64,4229,26399,0.0000000020505183329078135
2048,64,5024,26385,0.00000009808628231855465
2048,64,5305,26527,0.0000000016700441030081947
2048,64,4914,26972,0.00000001608472421921192
128,72,25,393,0.0000000000016211476605576536
128,72,35,326,0.00000000001177591357759411
128,72,28,336,0.000000000008566924947217558
128,72,21,423,0.00000000000340483197192043
128,72,44,370,0.0000000000009694467451026867
256,72,135,885,0.000000000005929035040708186
256,72,100,801,0.00000000006780198624767309
256,72,78,764,0.00000000001766808921388474
256,72,108,810,0.00000000003614841759258525
256,72,78,765,0.0000000000052912119130610336
512,72,400,1997,0.0000000003965509032255454
512,72,503,2030,0.00000000007424083570128914
512,72,274,1894,0.00000000006347788961136303
512,72,569,2076,0.00000000008336797918673255
512,72,268,2058,0.00000000015708301326355922
1024,72,1035,6084,0.00000000012417038825723077
1024,72,1863,6180,0.0000000011772285368749635
1024,72,1054,6071,0.0000000004709630463395342
1024,72,1385,5940,0.000000004017335464290284
1024,72,1857,6056,0.00000000038185010708957634
2048,72,4110,23452,0.000000002386529048455562
2048,72,4092,23347,0.000000002016186773090567
2048,72,5052,23700,0.000000002194379566944349
2048,72,4629,23323,0.000000002025397405347462
2048,72,5321,23132,0.0000000030444882170854726
